街道ID,平均行程车速（km/h）,时间,时间片（一个时间片为5分钟）,交通指数,通过样本总行程时间(s),通过样本总行驶长度(m)
21,4.2E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,5.7372E+004,6.73271E+005
65,2.9E+001,"	2018-11-24 00:00:00.000000",265,4.0E+000,4.069E+003,3.2237E+004
15,3.2E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,2.0636E+004,1.81446E+005
25,2.5E+001,"	2018-11-24 00:00:00.000000",265,3.0E+000,3.7735E+004,2.59432E+005
58,4.5E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,1.8783E+004,2.36189E+005
49,3.8E+001,"	2018-11-24 00:00:00.000000",265,3.0E+000,4.1159E+004,4.29887E+005
28,4.3E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,5.0972E+004,6.02252E+005
70,3.9E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,5.3894E+004,5.78581E+005
54,4.2E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,1.2376E+004,1.44188E+005
41,3.1E+001,"	2018-11-24 00:00:00.000000",265,3.0E+000,4.5494E+004,3.89108E+005
44,4.4E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,1.6806E+004,2.06151E+005
35,3.8E+001,"	2018-11-24 00:00:00.000000",265,2.0E+000,4.4513E+004,4.7551E+005
40,3.1E+001,"	2018-11-24 00:00:00.000000",265,3.0E+000,7.8538E+004,6.81195E+005
14,3.0E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,4.6841E+004,3.96176E+005
45,3.7E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,5.4328E+004,5.52066E+005
63,4.5E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,1.3783E+004,1.70493E+005
7,3.9E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,3.8609E+004,4.19146E+005
52,4.3E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,5.0414E+004,6.07816E+005
17,2.0E+001,"	2018-11-24 00:00:00.000000",264,6.0E+000,5.1737E+004,2.85519E+005
19,2.2E+001,"	2018-11-24 00:00:00.000000",264,5.0E+000,3.0009E+004,1.8725E+005
59,5.2E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,1.9643E+004,2.84325E+005
29,4.5E+001,"	2018-11-24 00:00:00.000000",264,1.0E+000,1.4628E+004,1.81858E+005
6,3.2E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,3.6824E+004,3.30825E+005
11,3.8E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,2.2102E+004,2.34259E+005
57,4.2E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,1.7582E+004,2.05721E+005
39,2.4E+001,"	2018-11-24 00:00:00.000000",264,5.0E+000,1.04563E+005,7.02247E+005
20,3.3E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,2.2293E+004,2.03101E+005
33,2.9E+001,"	2018-11-24 00:00:00.000000",264,5.0E+000,3.8042E+004,3.07159E+005
13,2.0E+001,"	2018-11-24 00:00:00.000000",264,7.0E+000,8.185E+004,4.48922E+005
16,4.2E+001,"	2018-11-24 00:00:00.000000",264,1.0E+000,1.4514E+004,1.67645E+005
69,3.6E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,3.6706E+004,3.66555E+005
32,3.5E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,5.218E+003,5.0484E+004
8,2.1E+001,"	2018-11-24 00:00:00.000000",264,4.0E+000,1.7226E+004,1.02261E+005
36,4.7E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,5.6308E+004,7.41786E+005
5,3.4E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,4.7385E+004,4.49153E+005
42,3.6E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,3.3435E+004,3.38664E+005
31,5.0E+001,"	2018-11-24 00:00:00.000000",264,1.0E+000,8.999E+003,1.24057E+005
55,3.8E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,1.8505E+004,1.95498E+005
62,4.7E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,1.9631E+004,2.54928E+005
24,3.3E+001,"	2018-11-24 00:00:00.000000",264,2.0E+000,4.8272E+004,4.39436E+005
25,2.4E+001,"	2018-11-24 00:00:00.000000",264,3.0E+000,3.6483E+004,2.47046E+005
19,2.0E+001,"	2018-11-24 00:00:00.000000",249,5.0E+000,2.2331E+004,1.27006E+005
12,3.3E+001,"	2018-11-24 00:00:00.000000",249,2.0E+000,1.2718E+004,1.17172E+005
59,5.2E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,2.3842E+004,3.46257E+005
12,3.3E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,1.3988E+004,1.28539E+005
53,4.8E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,5.0998E+004,6.81114E+005
64,2.9E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,1.8779E+004,1.5216E+005
48,3.7E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,8.1417E+004,8.41176E+005
50,3.0E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,8.8119E+004,7.39545E+005
37,4.6E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,6.3911E+004,8.16353E+005
56,4.3E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,3.1119E+004,3.73926E+005
68,2.4E+001,"	2018-11-24 00:00:00.000000",248,5.0E+000,8.1123E+004,5.44994E+005
2,2.9E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,9.4879E+004,7.7238E+005
73,4.3E+001,"	2018-11-24 00:00:00.000000",248,0,1.0946E+004,1.32256E+005
1,3.7E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,4.037E+004,4.17374E+005
46,4.5E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,3.4309E+004,4.32813E+005
23,3.1E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,7.0175E+004,6.07279E+005
72,3.4E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,3.403E+003,3.175E+004
4,2.6E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,5.5593E+004,4.02149E+005
30,3.8E+001,"	2018-11-24 00:00:00.000000",248,1.0E+000,6.063E+003,6.3617E+004
51,2.2E+001,"	2018-11-24 00:00:00.000000",248,5.0E+000,5.5179E+004,3.36474E+005
18,2.7E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,2.0175E+004,1.50677E+005
10,2.8E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,2.5339E+004,1.96218E+005
21,4.1E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,5.9324E+004,6.70098E+005
65,2.5E+001,"	2018-11-24 00:00:00.000000",248,5.0E+000,6.878E+003,4.7291E+004
15,3.0E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,1.6447E+004,1.38815E+005
3,4.1E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,6.7458E+004,7.61724E+005
26,2.5E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,1.6904E+004,1.16129E+005
60,3.5E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,1.2393E+004,1.20002E+005
61,3.7E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,6.304E+003,6.5073E+004
27,2.7E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,5.1048E+004,3.86905E+005
34,4.1E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,6.3662E+004,7.23018E+005
66,3.8E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,4.9042E+004,5.10928E+005
29,4.3E+001,"	2018-11-24 00:00:00.000000",248,1.0E+000,2.1146E+004,2.55276E+005
6,3.1E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,3.1328E+004,2.67441E+005
11,4.1E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,1.8881E+004,2.12755E+005
57,4.0E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,3.6168E+004,4.03896E+005
39,2.6E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,1.06959E+005,7.69261E+005
20,3.4E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,1.7678E+004,1.64936E+005
33,3.5E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,4.0972E+004,3.97413E+005
13,1.9E+001,"	2018-11-24 00:00:00.000000",248,7.0E+000,6.1315E+004,3.21015E+005
16,4.1E+001,"	2018-11-24 00:00:00.000000",248,1.0E+000,1.6646E+004,1.89116E+005
69,3.2E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,3.9083E+004,3.47562E+005
32,3.6E+001,"	2018-11-24 00:00:00.000000",248,1.0E+000,5.454E+003,5.4364E+004
8,1.9E+001,"	2018-11-24 00:00:00.000000",248,5.0E+000,1.7259E+004,9.1318E+004
36,4.5E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,7.2003E+004,9.07533E+005
5,3.6E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,3.897E+004,3.89148E+005
42,3.5E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,4.35E+004,4.17962E+005
31,4.4E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,1.448E+004,1.75299E+005
55,3.8E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,2.5377E+004,2.68555E+005
62,4.0E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,2.7009E+004,3.00488E+005
24,3.3E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,4.9912E+004,4.52459E+005
25,2.1E+001,"	2018-11-24 00:00:00.000000",248,5.0E+000,4.3331E+004,2.55761E+005
58,4.7E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,2.5838E+004,3.34594E+005
49,4.3E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,5.0587E+004,5.9772E+005
28,4.1E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,6.0153E+004,6.88421E+005
35,3.7E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,6.1817E+004,6.41581E+005
40,3.4E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,1.03661E+005,9.72706E+005
74,5.3E+001,"	2018-11-24 00:00:00.000000",248,1.0E+000,2.77E+004,4.07196E+005
43,3.5E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,4.8502E+004,4.69581E+005
67,4.1E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,7.1031E+004,8.08906E+005
22,3.9E+001,"	2018-11-24 00:00:00.000000",248,1.0E+000,5.9478E+004,6.46926E+005
38,3.8E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,1.18146E+005,1.262071E+006
71,3.5E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,1.00645E+005,9.86727E+005
9,2.6E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,2.3435E+004,1.70036E+005
47,3.4E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,9.0114E+004,8.43871E+005
14,3.1E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,3.5882E+004,3.06245E+005
70,3.3E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,7.1288E+004,6.47251E+005
54,3.5E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,2.1969E+004,2.12907E+005
41,2.9E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,5.4449E+004,4.39566E+005
44,4.2E+001,"	2018-11-24 00:00:00.000000",248,2.0E+000,2.3172E+004,2.69876E+005
45,3.4E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,7.1447E+004,6.82289E+005
63,3.5E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,1.7285E+004,1.66539E+005
7,3.2E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,3.8693E+004,3.48797E+005
52,3.9E+001,"	2018-11-24 00:00:00.000000",248,3.0E+000,7.0193E+004,7.64452E+005
17,1.8E+001,"	2018-11-24 00:00:00.000000",248,7.0E+000,4.8276E+004,2.46156E+005
19,2.2E+001,"	2018-11-24 00:00:00.000000",248,4.0E+000,2.693E+004,1.67297E+005
40,3.2E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,1.01621E+005,8.94478E+005
74,5.7E+001,"	2018-11-24 00:00:00.000000",247,1.0E+000,2.5552E+004,4.01046E+005
43,3.4E+001,"	2018-11-24 00:00:00.000000",247,4.0E+000,5.0507E+004,4.77328E+005
67,4.0E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,7.4565E+004,8.30941E+005
22,4.0E+001,"	2018-11-24 00:00:00.000000",247,1.0E+000,6.2351E+004,6.93032E+005
38,4.0E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,1.17524E+005,1.301672E+006
71,3.2E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,9.3569E+004,8.43658E+005
9,2.6E+001,"	2018-11-24 00:00:00.000000",247,4.0E+000,2.2104E+004,1.57241E+005
47,3.1E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,9.4198E+004,8.23854E+005
14,2.9E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,4.3701E+004,3.48469E+005
45,3.5E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,6.7779E+004,6.57232E+005
63,3.9E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,2.07E+004,2.21561E+005
7,3.4E+001,"	2018-11-24 00:00:00.000000",247,4.0E+000,3.4726E+004,3.32492E+005
53,4.4E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,5.0887E+004,6.18202E+005
64,2.9E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,1.8454E+004,1.46198E+005
48,4.0E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,8.0562E+004,8.98127E+005
50,2.8E+001,"	2018-11-24 00:00:00.000000",247,4.0E+000,8.5855E+004,6.77712E+005
37,4.6E+001,"	2018-11-24 00:00:00.000000",247,2.0E+000,5.8282E+004,7.48126E+005
56,4.3E+001,"	2018-11-24 00:00:00.000000",247,2.0E+000,3.5026E+004,4.14554E+005
68,2.2E+001,"	2018-11-24 00:00:00.000000",247,5.0E+000,7.2943E+004,4.49087E+005
2,2.9E+001,"	2018-11-24 00:00:00.000000",247,3.0E+000,1.11519E+005,8.98325E+005
73,4.2E+001,"	2018-11-24 00:00:00.000000",247,1.0E+000,1.2718E+004,1.50073E+005
1,3.6E+001,"	2018-11-24 00:00:00.000000",247,2.0E+000,3.8813E+004,3.87532E+005
67,3.7E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,1.1517E+005,1.185801E+006
22,3.7E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,7.2741E+004,7.43121E+005
38,3.9E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,1.47641E+005,1.592718E+006
71,3.3E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.32247E+005,1.196378E+006
9,2.1E+001,"	2018-11-24 00:00:00.000000",188,6.0E+000,3.0412E+004,1.74679E+005
47,3.2E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.20833E+005,1.087131E+006
14,2.5E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,4.7293E+004,3.27915E+005
45,3.1E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,8.4183E+004,7.33291E+005
63,3.8E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,2.703E+004,2.88362E+005
7,3.2E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,3.4591E+004,3.10017E+005
52,3.6E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,9.8662E+004,9.83895E+005
17,1.8E+001,"	2018-11-24 00:00:00.000000",188,7.0E+000,4.6204E+004,2.25378E+005
19,2.0E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,2.6153E+004,1.48792E+005
59,4.2E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,4.1229E+004,4.77921E+005
12,2.9E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,2.1687E+004,1.75656E+005
53,3.9E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,8.8442E+004,9.53166E+005
64,2.9E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.9851E+004,1.62367E+005
48,3.7E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,1.21349E+005,1.255248E+006
50,2.9E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.07053E+005,8.57577E+005
37,3.9E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,8.8822E+004,9.67494E+005
56,4.3E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,4.3157E+004,5.19599E+005
68,2.5E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,8.626E+004,6.03147E+005
2,2.9E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.00273E+005,8.15407E+005
73,4.2E+001,"	2018-11-24 00:00:00.000000",188,0,1.9116E+004,2.2053E+005
1,3.3E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,4.894E+004,4.42958E+005
46,3.8E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,4.5876E+004,4.78793E+005
23,2.9E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,8.8375E+004,7.04781E+005
72,3.6E+001,"	2018-11-24 00:00:00.000000",188,1.0E+000,1.4651E+004,1.46564E+005
4,2.1E+001,"	2018-11-24 00:00:00.000000",188,6.0E+000,7.5957E+004,4.40686E+005
30,3.2E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.0122E+004,8.9697E+004
3,3.9E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,8.0909E+004,8.87581E+005
26,2.3E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,2.0437E+004,1.29856E+005
60,3.4E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,1.7143E+004,1.59563E+005
61,3.9E+001,"	2018-11-24 00:00:00.000000",188,1.0E+000,9.747E+003,1.05449E+005
27,2.6E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,7.1858E+004,5.12572E+005
34,4.3E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,8.2181E+004,9.71665E+005
66,3.8E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,7.9897E+004,8.43522E+005
29,4.4E+001,"	2018-11-24 00:00:00.000000",188,1.0E+000,3.7625E+004,4.58106E+005
6,2.2E+001,"	2018-11-24 00:00:00.000000",188,7.0E+000,5.071E+004,3.10862E+005
11,2.6E+001,"	2018-11-24 00:00:00.000000",188,6.0E+000,2.7456E+004,2.01258E+005
57,3.9E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,3.9774E+004,4.26165E+005
39,2.0E+001,"	2018-11-24 00:00:00.000000",188,7.0E+000,1.64177E+005,9.3415E+005
20,2.5E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,2.6954E+004,1.86299E+005
33,3.2E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,5.3522E+004,4.70187E+005
13,2.1E+001,"	2018-11-24 00:00:00.000000",188,6.0E+000,4.6502E+004,2.71525E+005
51,2.0E+001,"	2018-11-24 00:00:00.000000",188,6.0E+000,6.1569E+004,3.33538E+005
18,2.3E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,2.5334E+004,1.61603E+005
10,2.7E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,2.5516E+004,1.90012E+005
21,3.7E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,8.0039E+004,8.25048E+005
65,2.6E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,1.5051E+004,1.08425E+005
15,2.7E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,2.2647E+004,1.67206E+005
16,4.0E+001,"	2018-11-24 00:00:00.000000",188,1.0E+000,1.8919E+004,2.11323E+005
69,2.7E+001,"	2018-11-24 00:00:00.000000",188,5.0E+000,5.4977E+004,4.08769E+005
32,3.2E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,1.0174E+004,8.989E+004
8,1.6E+001,"	2018-11-24 00:00:00.000000",188,7.0E+000,2.5043E+004,1.0846E+005
36,3.7E+001,"	2018-11-24 00:00:00.000000",188,4.0E+000,1.15469E+005,1.196348E+006
5,3.0E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,5.1186E+004,4.29887E+005
42,3.8E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,6.9311E+004,7.29843E+005
31,4.3E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,2.5955E+004,3.09817E+005
55,3.2E+001,"	2018-11-24 00:00:00.000000",188,3.0E+000,3.9492E+004,3.54379E+005
62,4.0E+001,"	2018-11-24 00:00:00.000000",188,2.0E+000,3.5537E+004,3.90218E+005
44,3.7E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,3.6478E+004,3.78201E+005
39,2.1E+001,"	2018-11-24 00:00:00.000000",187,7.0E+000,1.56238E+005,8.94583E+005
20,2.6E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,2.6756E+004,1.92097E+005
33,3.1E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,5.3052E+004,4.55744E+005
13,2.0E+001,"	2018-11-24 00:00:00.000000",187,6.0E+000,4.2889E+004,2.43844E+005
16,3.9E+001,"	2018-11-24 00:00:00.000000",187,2.0E+000,1.853E+004,1.99951E+005
69,2.5E+001,"	2018-11-24 00:00:00.000000",187,7.0E+000,6.5372E+004,4.61879E+005
35,3.2E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,8.3134E+004,7.31172E+005
40,2.8E+001,"	2018-11-24 00:00:00.000000",187,5.0E+000,1.67196E+005,1.286365E+006
74,5.0E+001,"	2018-11-24 00:00:00.000000",187,2.0E+000,4.7767E+004,6.61914E+005
43,3.4E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,7.6414E+004,7.24766E+005
67,3.8E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,1.00031E+005,1.066311E+006
22,3.6E+001,"	2018-11-24 00:00:00.000000",187,2.0E+000,6.9417E+004,6.86549E+005
38,3.8E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,1.57907E+005,1.682911E+006
71,3.2E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,1.30752E+005,1.178256E+006
9,2.1E+001,"	2018-11-24 00:00:00.000000",187,6.0E+000,3.0679E+004,1.78404E+005
47,3.3E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,1.22601E+005,1.112624E+006
14,2.6E+001,"	2018-11-24 00:00:00.000000",187,5.0E+000,4.4607E+004,3.19888E+005
45,3.0E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,8.323E+004,6.94714E+005
63,3.7E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,2.5775E+004,2.66702E+005
7,3.2E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,2.8461E+004,2.54349E+005
52,3.7E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,1.02891E+005,1.050314E+006
17,1.9E+001,"	2018-11-24 00:00:00.000000",187,6.0E+000,3.6986E+004,1.93141E+005
19,2.1E+001,"	2018-11-24 00:00:00.000000",187,5.0E+000,2.1243E+004,1.24933E+005
59,4.2E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,4.1464E+004,4.82713E+005
12,3.0E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,2.0829E+004,1.73059E+005
53,3.8E+001,"	2018-11-24 00:00:00.000000",187,5.0E+000,8.7349E+004,9.31963E+005
64,2.7E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,2.0716E+004,1.55606E+005
48,3.7E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,1.19649E+005,1.216684E+006
50,2.9E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,1.0584E+005,8.50341E+005
37,4.0E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,8.7859E+004,9.82849E+005
23,2.8E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,8.1389E+004,6.31165E+005
72,3.6E+001,"	2018-11-24 00:00:00.000000",187,2.0E+000,1.4295E+004,1.41406E+005
4,2.2E+001,"	2018-11-24 00:00:00.000000",187,6.0E+000,6.7112E+004,4.08157E+005
30,3.9E+001,"	2018-11-24 00:00:00.000000",187,2.0E+000,9.402E+003,1.02295E+005
51,2.2E+001,"	2018-11-24 00:00:00.000000",187,5.0E+000,6.5853E+004,3.94425E+005
18,2.5E+001,"	2018-11-24 00:00:00.000000",187,4.0E+000,2.0863E+004,1.46273E+005
10,2.6E+001,"	2018-11-24 00:00:00.000000",187,3.0E+000,2.7131E+004,1.96821E+005
38,3.5E+001,"	2018-11-24 00:00:00.000000",219,5.0E+000,1.64322E+005,1.596243E+006
71,2.8E+001,"	2018-11-24 00:00:00.000000",219,4.0E+000,1.1657E+005,9.07593E+005
9,1.4E+001,"	2018-11-24 00:00:00.000000",219,1.0E+001,3.7534E+004,1.48463E+005
47,2.7E+001,"	2018-11-24 00:00:00.000000",219,4.0E+000,1.36564E+005,1.030555E+006
14,1.9E+001,"	2018-11-24 00:00:00.000000",219,8.0E+000,5.252E+004,2.76386E+005
45,2.7E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,9.4251E+004,6.96721E+005
63,3.1E+001,"	2018-11-24 00:00:00.000000",219,4.0E+000,2.9089E+004,2.50754E+005
7,2.4E+001,"	2018-11-24 00:00:00.000000",219,8.0E+000,3.6472E+004,2.4607E+005
52,3.0E+001,"	2018-11-24 00:00:00.000000",219,5.0E+000,1.08039E+005,8.98311E+005
17,1.6E+001,"	2018-11-24 00:00:00.000000",219,8.0E+000,3.6392E+004,1.63737E+005
19,1.9E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,2.2219E+004,1.16161E+005
59,4.3E+001,"	2018-11-24 00:00:00.000000",219,3.0E+000,4.2001E+004,5.00594E+005
12,2.1E+001,"	2018-11-24 00:00:00.000000",219,8.0E+000,3.1237E+004,1.86276E+005
53,3.9E+001,"	2018-11-24 00:00:00.000000",219,5.0E+000,8.679E+004,9.36589E+005
64,2.2E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,2.8235E+004,1.70907E+005
48,2.9E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,1.23041E+005,1.005289E+006
50,2.1E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,1.1129E+005,6.52811E+005
37,3.5E+001,"	2018-11-24 00:00:00.000000",219,4.0E+000,1.07296E+005,1.028459E+006
56,3.8E+001,"	2018-11-24 00:00:00.000000",219,3.0E+000,4.8538E+004,5.09952E+005
68,1.8E+001,"	2018-11-24 00:00:00.000000",219,8.0E+000,1.06339E+005,5.38541E+005
2,2.3E+001,"	2018-11-24 00:00:00.000000",219,5.0E+000,1.12911E+005,7.36471E+005
73,3.7E+001,"	2018-11-24 00:00:00.000000",219,1.0E+000,2.127E+004,2.19735E+005
1,2.9E+001,"	2018-11-24 00:00:00.000000",219,4.0E+000,5.0394E+004,4.06934E+005
46,2.3E+001,"	2018-11-24 00:00:00.000000",219,8.0E+000,7.3875E+004,4.6804E+005
23,2.1E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,1.12371E+005,6.51681E+005
72,3.0E+001,"	2018-11-24 00:00:00.000000",219,3.0E+000,1.0679E+004,8.8372E+004
4,2.1E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,7.3427E+004,4.32563E+005
30,2.9E+001,"	2018-11-24 00:00:00.000000",219,3.0E+000,1.0428E+004,8.2988E+004
51,2.0E+001,"	2018-11-24 00:00:00.000000",219,6.0E+000,6.1854E+004,3.44867E+005
